Product_Name,Electronics_Stock,Unit_Price,Sales_Volume,Inventory_Value
Miele Neo Vacuum Cleaner (Rose Gold) #8752,390.0,47113.93,163.0,18374432.7
Daikin Air Dishwasher (Space Gray) #7358,458.0,33528.65,544.0,15356121.700000001
LG Elite Microwave (Rose Gold) #6912,485.0,59236.24,195.0,28729576.4
Miele Air Dishwasher (Pearl White) #7507,104.0,11282.23,250.0,1173351.92
Bosch Ultra Vacuum Cleaner (Midnight Blue) #8525,172.0,49486.11,324.0,8511610.92
Philips Classic Dryer (Rose Gold) #5160,449.0,19105.36,83.0,8578306.64
Miele Smart Dryer (Jet Black) #5287,227.0,51373.17,121.0,11661709.59
Philips Prime Vacuum Cleaner (Rose Gold) #8775,45.0,77307.49,382.0,3478837.0500000003
Xiaomi Classic Dishwasher (Midnight Blue) #7714,118.0,57179.68,626.0,6747202.24
Xiaomi Ultra OLED TV (Pearl White) #1174,349.0,59390.54,551.0,20727298.46
Daikin Neo Refrigerator (Space Gray) #2903,399.0,58411.82,732.0,23306316.18
Dyson Air QLED TV (Pearl White) #2099,338.0,34886.84,962.0,11791751.919999998
Mitsubishi Pro Robot Vacuum (Space Gray) #9114,99.0,30240.77,196.0,2993836.23
Panasonic Classic Washing Machine (Jet Black) #4408,26.0,21783.43,42.0,566369.18
Sharp Max QLED TV (Jet Black) #2538,239.0,12959.35,489.0,3097284.65
Miele Max Refrigerator (Rose Gold) #3292,4.0,9508.4,245.0,38033.6
Sony Pro Electric Kettle (Midnight Blue) #10300,103.0,35993.72,804.0,3707353.16
Daikin Pro QLED TV (Rose Gold) #2363,219.0,2997.0,560.0,656343.0
Panasonic Turbo Dishwasher (Arctic Silver) #8188,187.0,3658.5,848.0,684139.5
Miele Ultra Dishwasher (Midnight Blue) #7627,269.0,74046.69,590.0,19918559.61
Bosch Pro Air Conditioner (Arctic Silver) #6260,405.0,10221.31,463.0,4139630.55
Philips Elite Dishwasher (Rose Gold) #7815,120.0,69906.11,855.0,8388733.2
Whirlpool Pro Electric Kettle (Rose Gold) #10461,83.0,78303.85,308.0,6499219.550000001
Philips Smart OLED TV (Jet Black) #1680,223.0,66531.9,772.0,14836613.7
Sony Ultra Electric Kettle (Midnight Blue) #10315,308.0,7154.93,372.0,2203718.44
Daikin Turbo Electric Kettle (Pearl White) #10298,264.0,29638.82,802.0,7824648.4799999995
Dyson Elite Dryer (Space Gray) #4664,50.0,14347.91,328.0,717395.5
Whirlpool Pro QLED TV (Arctic Silver) #2661,137.0,11725.94,590.0,1606453.78
Daikin Air OLED TV (Rose Gold) #1508,261.0,15286.86,401.0,3989870.46
Samsung Ultra OLED TV (Pearl White) #1166,194.0,47664.81,91.0,9246973.139999999
Hitachi Neo Microwave (Space Gray) #6497,458.0,39942.97,335.0,18293880.26
Dyson Air Robot Vacuum (Pearl White) #9299,98.0,50257.65,250.0,4925249.7
Samsung Classic QLED TV (Space Gray) #2006,31.0,39088.77,681.0,1211751.8699999999
Dyson Turbo Electric Kettle (Jet Black) #10739,266.0,15137.0,844.0,4026442.0
Xiaomi Classic Refrigerator (Space Gray) #2914,65.0,4496.23,975.0,292254.94999999995
Mitsubishi Max Washing Machine (Arctic Silver) #4494,100.0,29151.41,707.0,2915141.0
Panasonic Max Electric Kettle (Jet Black) #10633,11.0,39164.36,562.0,430807.96
Sony Pro Electric Kettle (Arctic Silver) #10750,102.0,24530.11,128.0,2502071.22
Xiaomi Turbo Dishwasher (Space Gray) #7444,410.0,72595.76,984.0,29764261.599999998
Bosch Max Air Conditioner (Rose Gold) #5990,343.0,33550.53,420.0,11507831.79
Samsung Turbo Refrigerator (Jet Black) #3536,137.0,42546.92,667.0,5828928.04
Xiaomi Air QLED TV (Pearl White) #2104,327.0,50741.85,41.0,16592584.95
Philips Prime Dryer (Pearl White) #4875,450.0,28384.73,185.0,12773128.5
Sharp Ultra Vacuum Cleaner (Midnight Blue) #8523,6.0,72288.34,194.0,433730.04
Miele Neo QLED TV (Arctic Silver) #2752,477.0,6601.18,141.0,3148762.8600000003
Sony Elite Air Conditioner (Arctic Silver) #6310,208.0,78126.98,415.0,16250411.84
Tefal Neo Vacuum Cleaner (Space Gray) #8296,404.0,70368.05,554.0,28428692.200000003
Tefal Elite Washing Machine (Pearl White) #3916,444.0,13431.52,118.0,5963594.88
Dyson Prime Robot Vacuum (Arctic Silver) #9974,267.0,15696.39,85.0,4190936.13
Xiaomi Air Microwave (Midnight Blue) #6754,290.0,46131.52,34.0,13378140.799999999
LG Pro OLED TV (Pearl White) #1152,35.0,55128.31,289.0,1929490.8499999999
Bosch Max Vacuum Cleaner (Rose Gold) #8690,378.0,30293.24,73.0,11450844.72
Xiaomi Prime Microwave (Pearl White) #6679,161.0,12321.66,469.0,1983787.26
Hitachi Pro Dryer (Midnight Blue) #4907,83.0,53599.72,540.0,4448776.76
Sony Turbo Electric Kettle (Space Gray) #10135,6.0,8735.94,791.0,52415.64
LG Pro Refrigerator (Arctic Silver) #3552,208.0,9902.86,821.0,2059794.8800000001
Daikin Elite Washing Machine (Space Gray) #3773,406.0,51490.23,525.0,20905033.380000003
Sharp Neo Microwave (Jet Black) #7098,468.0,43308.04,830.0,20268162.72
Whirlpool Neo Washing Machine (Arctic Silver) #4551,116.0,6592.54,490.0,764734.64
LG Prime Dryer (Space Gray) #4722,102.0,22219.24,365.0,2266362.48
Sony Prime Electric Kettle (Arctic Silver) #10870,24.0,50044.53,819.0,1201068.72
Bosch Elite OLED TV (Rose Gold) #1520,400.0,18676.25,40.0,7470500.0
Sharp Smart Vacuum Cleaner (Arctic Silver) #9033,423.0,34148.45,100.0,14444794.35
Sharp Max Air Conditioner (Space Gray) #5538,374.0,37225.78,680.0,13922441.719999999
Daikin Ultra Dishwasher (Rose Gold) #7778,442.0,17155.18,140.0,7582589.5600000005
Hitachi Ultra Refrigerator (Space Gray) #2822,35.0,64679.77,280.0,2263791.9499999997
Tefal Max Dryer (Rose Gold) #5086,129.0,79934.46,858.0,10311545.340000002
Daikin Turbo Microwave (Jet Black) #7148,483.0,30948.66,874.0,14948202.78
Miele Max Robot Vacuum (Jet Black) #9742,406.0,53624.85,750.0,21771689.099999998
Hitachi Ultra Electric Kettle (Rose Gold) #10472,325.0,69698.77,963.0,22652100.25
Samsung Neo Vacuum Cleaner (Rose Gold) #8741,254.0,66139.6,359.0,16799458.400000002
Xiaomi Pro OLED TV (Midnight Blue) #1309,121.0,33389.93,768.0,4040181.5300000003
Bosch Elite Vacuum Cleaner (Rose Gold) #8720,124.0,23053.11,268.0,2858585.64
LG Prime Robot Vacuum (Space Gray) #9222,392.0,48417.09,726.0,18979499.279999997
Samsung Classic Robot Vacuum (Rose Gold) #9656,351.0,18762.52,527.0,6585644.5200000005
Mitsubishi Turbo Washing Machine (Arctic Silver) #4599,466.0,56439.67,361.0,26300886.22
Hitachi Ultra Dryer (Space Gray) #4622,132.0,66308.15,200.0,8752675.799999999
Samsung Elite Dryer (Pearl White) #4811,227.0,22247.11,535.0,5050093.97
Sony Pro Washing Machine (Arctic Silver) #4450,482.0,46189.36,322.0,22263271.52
Samsung Neo Air Conditioner (Space Gray) #5591,300.0,14672.85,202.0,4401855.0
Bosch Air OLED TV (Pearl White) #1205,492.0,59574.49,348.0,29310649.08
Sony Neo Electric Kettle (Arctic Silver) #10840,475.0,53175.21,810.0,25258224.75
Bosch Smart QLED TV (Pearl White) #2135,249.0,21524.2,927.0,5359525.8
Xiaomi Smart Electric Kettle (Midnight Blue) #10384,343.0,3620.18,631.0,1241721.74
Dyson Air Washing Machine (Space Gray) #3749,137.0,71927.63,910.0,9854085.31
Daikin Pro Dryer (Space Gray) #4613,359.0,16119.78,522.0,5787001.0200000005
Philips Pro OLED TV (Midnight Blue) #1305,428.0,71501.85,495.0,30602791.8
Dyson Air Refrigerator (Space Gray) #2849,74.0,39838.39,927.0,2948040.86
Dyson Ultra Vacuum Cleaner (Rose Gold) #8669,151.0,16593.25,672.0,2505580.75
Sharp Max Refrigerator (Pearl White) #2988,73.0,11106.81,887.0,810797.13
Sony Neo Washing Machine (Rose Gold) #4240,315.0,21471.69,806.0,6763582.35
Sharp Neo Washing Machine (Space Gray) #3798,306.0,73030.09,671.0,22347207.54
Sony Ultra Air Conditioner (Space Gray) #5515,42.0,71425.32,117.0,2999863.4400000004
Philips Smart Microwave (Pearl White) #6630,30.0,60639.4,743.0,1819182.0
Miele Elite Electric Kettle (Midnight Blue) #10372,161.0,23027.27,141.0,3707390.47
Dyson Classic Washing Machine (Midnight Blue) #4109,400.0,12970.79,983.0,5188316.0
Dyson Turbo Air Conditioner (Midnight Blue) #5939,75.0,36035.81,980.0,2702685.75
Xiaomi Pro Dryer (Rose Gold) #5059,185.0,57982.58,779.0,10726777.3
Hitachi Max Refrigerator (Pearl White) #2987,466.0,55897.44,606.0,26048207.040000003
LG Classic Dishwasher (Arctic Silver) #8157,193.0,65131.55,680.0,12570389.15
Xiaomi Ultra Robot Vacuum (Arctic Silver) #9874,244.0,58462.53,937.0,14264857.32
Daikin Pro Dishwasher (Midnight Blue) #7613,271.0,34320.5,985.0,9300855.5
Sharp Smart OLED TV (Midnight Blue) #1383,429.0,76470.9,729.0,32806016.099999998
Xiaomi Smart Microwave (Pearl White) #6634,222.0,73032.66,998.0,16213250.520000001
LG Classic Dryer (Jet Black) #5307,14.0,65310.56,27.0,914347.84
Daikin Smart Washing Machine (Jet Black) #4388,88.0,21167.24,700.0,1862717.12
Tefal Pro Washing Machine (Rose Gold) #4156,79.0,67431.58,959.0,5327094.82
Philips Neo Air Purifier (Space Gray) #10995,43.0,31741.69,414.0,1364892.67
Miele Ultra Washing Machine (Space Gray) #3727,19.0,52668.41,182.0,1000699.79
Panasonic Max Dishwasher (Space Gray) #7333,321.0,22491.02,488.0,7219617.42
Mitsubishi Turbo Electric Kettle (Arctic Silver) #10899,438.0,78528.15,998.0,34395329.699999996
Tefal Air Robot Vacuum (Jet Black) #9751,275.0,677.96,890.0,186439.0
Hitachi Air Robot Vacuum (Pearl White) #9302,29.0,55321.08,371.0,1604311.32
Hitachi Max Microwave (Jet Black) #7037,378.0,46050.93,77.0,17407251.54
Hitachi Smart Dryer (Pearl White) #4832,204.0,57233.01,876.0,11675534.040000001
Hitachi Elite Robot Vacuum (Arctic Silver) #9917,319.0,53547.82,888.0,17081754.58
Tefal Prime Air Conditioner (Pearl White) #5776,105.0,72501.09,506.0,7612614.449999999
Samsung Smart Dryer (Jet Black) #5276,306.0,76607.59,225.0,23441922.54
Daikin Neo OLED TV (Pearl White) #1253,126.0,64876.07,380.0,8174384.82
Philips Neo Vacuum Cleaner (Jet Black) #8895,305.0,11497.2,140.0,3506646.0
Philips Turbo Electric Kettle (Rose Gold) #10590,98.0,46501.12,478.0,4557109.760000001
Daikin Smart Vacuum Cleaner (Space Gray) #8288,131.0,17708.58,853.0,2319823.9800000004
Sharp Prime OLED TV (Pearl White) #1278,0.0,18847.65,4.0,0.0
Miele Neo Washing Machine (Rose Gold) #4252,306.0,49111.43,294.0,15028097.58
Philips Smart Refrigerator (Jet Black) #3480,300.0,25543.99,388.0,7663197.000000001
Dyson Turbo OLED TV (Pearl White) #1289,319.0,74279.36,462.0,23695115.84
Whirlpool Smart Microwave (Jet Black) #7086,158.0,73200.26,988.0,11565641.08
Sony Smart Washing Machine (Midnight Blue) #4075,68.0,50924.42,467.0,3462860.56
Sharp Ultra Robot Vacuum (Space Gray) #9123,129.0,50858.18,328.0,6560705.22
Sharp Neo Vacuum Cleaner (Midnight Blue) #8598,258.0,63110.01,992.0,16282382.58
Daikin Neo Dishwasher (Space Gray) #7403,254.0,15403.71,297.0,3912542.34
Dyson Turbo Air Conditioner (Rose Gold) #6089,141.0,22962.03,543.0,3237646.23
Sharp Smart Vacuum Cleaner (Space Gray) #8283,107.0,39724.54,540.0,4250525.78
Miele Classic Electric Kettle (Jet Black) #10717,220.0,34801.58,641.0,7656347.600000001
LG Pro Robot Vacuum (Midnight Blue) #9402,313.0,1683.12,640.0,526816.5599999999
Samsung Prime Microwave (Jet Black) #7121,257.0,4636.9,333.0,1191683.2999999998
Mitsubishi Neo Vacuum Cleaner (Rose Gold) #8754,210.0,2051.3,244.0,430773.00000000006
Sony Prime OLED TV (Pearl White) #1270,383.0,50245.24,91.0,19243926.919999998
Xiaomi Pro Microwave (Jet Black) #7009,158.0,22422.53,218.0,3542759.7399999998
Bosch Elite Air Conditioner (Space Gray) #5570,186.0,6458.28,87.0,1201240.0799999998
Whirlpool Classic Electric Kettle (Space Gray) #10116,466.0,22583.0,449.0,10523678.0
Sharp Air Electric Kettle (Arctic Silver) #10803,192.0,6648.0,198.0,1276416.0
Samsung Prime Washing Machine (Pearl White) #3971,317.0,42920.25,593.0,13605719.25
Daikin Max Microwave (Arctic Silver) #7193,256.0,39293.17,301.0,10059051.52
Sharp Elite Robot Vacuum (Jet Black) #9768,180.0,43118.94,954.0,7761409.2
Hitachi Pro Dryer (Jet Black) #5207,468.0,36717.6,406.0,17183836.8
Sharp Elite Washing Machine (Rose Gold) #4218,468.0,59763.3,490.0,27969224.400000002
Whirlpool Max QLED TV (Rose Gold) #2391,291.0,40559.89,416.0,11802927.99
Sony Smart Dryer (Midnight Blue) #4975,50.0,44514.05,236.0,2225702.5
Whirlpool Classic Dryer (Jet Black) #5316,307.0,36129.1,855.0,11091633.7
Xiaomi Pro Vacuum Cleaner (Arctic Silver) #8959,232.0,18238.95,305.0,4231436.4
Xiaomi Turbo Vacuum Cleaner (Space Gray) #8344,312.0,65145.74,345.0,20325470.88
Sharp Neo Vacuum Cleaner (Pearl White) #8448,475.0,23465.13,34.0,11145936.75
Sharp Smart OLED TV (Space Gray) #1083,146.0,49887.46,35.0,7283569.16
Panasonic Prime OLED TV (Arctic Silver) #1873,440.0,18777.35,911.0,8262033.999999999
Philips Pro Electric Kettle (Jet Black) #10605,143.0,36956.85,23.0,5284829.55
Sony Turbo Vacuum Cleaner (Midnight Blue) #8635,372.0,21063.38,940.0,7835577.36
Miele Air Air Conditioner (Space Gray) #5557,32.0,2475.14,539.0,79204.48
Sony Pro Air Conditioner (Space Gray) #5500,317.0,4352.67,520.0,1379796.3900000001
Miele Turbo Air Conditioner (Space Gray) #5647,35.0,11439.6,965.0,400386.0
Daikin Smart Refrigerator (Pearl White) #3038,33.0,70980.5,173.0,2342356.5
Dyson Neo Electric Kettle (Jet Black) #10694,496.0,22863.68,318.0,11340385.28
Xiaomi Pro Dishwasher (Jet Black) #7909,455.0,17597.39,215.0,8006812.45
Philips Air Refrigerator (Jet Black) #3450,173.0,4284.46,739.0,741211.58
Xiaomi Air Dryer (Midnight Blue) #4954,27.0,52291.49,310.0,1411870.23
Dyson Smart Refrigerator (Rose Gold) #3329,96.0,74667.12,448.0,7168043.52
Dyson Prime Electric Kettle (Space Gray) #10124,457.0,38365.95,348.0,17533239.15
Xiaomi Turbo Dishwasher (Jet Black) #8044,212.0,52616.54,721.0,11154706.48
LG Neo Air Conditioner (Rose Gold) #6042,149.0,52729.06,167.0,7856629.9399999995
Dyson Elite Electric Kettle (Midnight Blue) #10364,50.0,51221.92,544.0,2561096.0
Tefal Neo Air Conditioner (Pearl White) #5746,43.0,45237.15,660.0,1945197.45
Hitachi Elite Electric Kettle (Midnight Blue) #10367,63.0,16194.77,901.0,1020270.51
Miele Neo Electric Kettle (Midnight Blue) #10402,461.0,18982.92,658.0,8751126.12
Whirlpool Max Dishwasher (Pearl White) #7491,46.0,63899.08,516.0,2939357.68
Hitachi Max Dishwasher (Midnight Blue) #7637,86.0,33473.25,644.0,2878699.5
Bosch Ultra Vacuum Cleaner (Space Gray) #8225,390.0,1971.55,889.0,768904.5
Samsung Pro Refrigerator (Jet Black) #3401,450.0,47885.71,288.0,21548569.5
Sony Prime Microwave (Space Gray) #6520,405.0,27756.22,292.0,11241269.1
Samsung Ultra QLED TV (Midnight Blue) #2216,414.0,34689.04,775.0,14361262.56
Bosch Turbo Robot Vacuum (Rose Gold) #9695,339.0,46871.0,725.0,15889269.0
Philips Ultra Microwave (Jet Black) #7020,63.0,15154.82,889.0,954753.66
Bosch Classic Dishwasher (Rose Gold) #7865,310.0,12069.86,546.0,3741656.6
Mitsubishi Pro QLED TV (Pearl White) #2064,200.0,14784.24,362.0,2956848.0
Tefal Max Dryer (Pearl White) #4786,292.0,44819.98,324.0,13087434.16
Sony Elite Dryer (Arctic Silver) #5410,468.0,3067.88,67.0,1435767.84
Dyson Classic Dishwasher (Rose Gold) #7859,34.0,26633.56,851.0,905541.04
Bosch Pro Dishwasher (Rose Gold) #7760,379.0,17795.5,713.0,6744494.5
Panasonic Prime Microwave (Space Gray) #6523,127.0,71260.24,4.0,9050050.48
Whirlpool Turbo Microwave (Rose Gold) #6996,104.0,36993.82,956.0,3847357.28
Daikin Prime Robot Vacuum (Jet Black) #9833,255.0,58827.3,321.0,15000961.5
Sharp Max Microwave (Rose Gold) #6888,144.0,57701.79,202.0,8309057.76
Samsung Elite Refrigerator (Midnight Blue) #3161,202.0,49398.09,816.0,9978414.18
Sharp Pro Washing Machine (Midnight Blue) #4008,498.0,64954.34,612.0,32347261.319999997
Bosch Air QLED TV (Pearl White) #2105,446.0,41343.82,996.0,18439343.72
Xiaomi Air Dishwasher (Midnight Blue) #7654,119.0,20331.31,908.0,2419425.89
LG Neo OLED TV (Jet Black) #1692,426.0,62019.22,365.0,26420187.72
Miele Air Air Purifier (Space Gray) #10957,27.0,68074.99,952.0,1838024.7300000002
Tefal Pro Air Conditioner (Rose Gold) #5956,94.0,76411.72,26.0,7182701.68
Miele Turbo Dishwasher (Pearl White) #7597,320.0,74015.87,295.0,23685078.4
Philips Smart Robot Vacuum (Midnight Blue) #9480,15.0,14676.31,343.0,220144.65
Dyson Ultra Dryer (Arctic Silver) #5369,466.0,5304.13,879.0,2471724.58
Philips Elite Washing Machine (Space Gray) #3765,488.0,57342.73,708.0,27983252.240000002
Mitsubishi Ultra Dryer (Midnight Blue) #4929,406.0,20643.15,766.0,8381118.9
Xiaomi Smart Dishwasher (Arctic Silver) #8134,272.0,69672.35,650.0,18950879.200000003
Philips Max Robot Vacuum (Jet Black) #9735,433.0,69270.81,354.0,29994260.73
Sony Max Vacuum Cleaner (Midnight Blue) #8530,254.0,42760.56,552.0,10861182.24
Daikin Ultra Vacuum Cleaner (Midnight Blue) #8528,443.0,21609.2,182.0,9572875.6
Daikin Ultra OLED TV (Jet Black) #1628,346.0,63070.68,413.0,21822455.28
Tefal Air Refrigerator (Jet Black) #3451,281.0,20264.01,161.0,5694186.81
Mitsubishi Smart Microwave (Arctic Silver) #7239,195.0,62214.35,964.0,12131798.25
Hitachi Classic Dishwasher (Jet Black) #8012,213.0,50357.06,65.0,10726053.78
Mitsubishi Elite Dryer (Pearl White) #4824,100.0,26047.26,951.0,2604726.0
Hitachi Prime Robot Vacuum (Arctic Silver) #9977,369.0,76629.49,657.0,28276281.810000002
Miele Neo Refrigerator (Arctic Silver) #3652,47.0,64169.49,820.0,3015966.03
LG Classic Electric Kettle (Space Gray) #10107,187.0,24150.01,587.0,4516051.87
Sharp Turbo Dryer (Space Gray) #4743,17.0,28125.36,396.0,478131.12
Samsung Smart Refrigerator (Midnight Blue) #3176,113.0,35146.68,116.0,3971574.84
Tefal Pro Air Purifier (Space Gray) #10906,337.0,4483.83,299.0,1511050.71
Sharp Classic Electric Kettle (Pearl White) #10263,146.0,23856.44,541.0,3483040.2399999998
Panasonic Ultra Washing Machine (Jet Black) #4318,479.0,23656.14,964.0,11331291.06
Daikin Max Dishwasher (Space Gray) #7343,228.0,62457.46,379.0,14240300.879999999
Miele Smart Washing Machine (Space Gray) #3787,169.0,68047.38,427.0,11500007.22
Bosch Air Dryer (Rose Gold) #5105,360.0,76418.4,544.0,27510623.999999996
Bosch Air Dishwasher (Space Gray) #7355,305.0,40713.89,952.0,12417736.45
Whirlpool Ultra QLED TV (Arctic Silver) #2676,414.0,33326.36,399.0,13797113.040000001
LG Air Dryer (Midnight Blue) #4947,482.0,73885.48,889.0,35612801.36
Dyson Neo Dryer (Arctic Silver) #5444,358.0,21499.19,26.0,7696710.02
Whirlpool Smart Washing Machine (Pearl White) #3936,88.0,5480.62,891.0,482294.56
Philips Pro Electric Kettle (Space Gray) #10005,100.0,34848.63,414.0,3484862.9999999995
Whirlpool Classic Vacuum Cleaner (Rose Gold) #8766,467.0,3132.49,37.0,1462872.8299999998
Hitachi Ultra Microwave (Midnight Blue) #6722,232.0,77336.2,367.0,17941998.4
Samsung Neo Vacuum Cleaner (Pearl White) #8441,263.0,37820.28,131.0,9946733.64
Daikin Neo Refrigerator (Jet Black) #3503,285.0,72075.88,221.0,20541625.8
Hitachi Smart Robot Vacuum (Midnight Blue) #9482,437.0,77093.72,351.0,33689955.64
Mitsubishi Classic Refrigerator (Rose Gold) #3369,260.0,15328.99,219.0,3985537.4
LG Ultra Air Conditioner (Rose Gold) #5967,140.0,46084.0,774.0,6451760.0
Panasonic Max Microwave (Rose Gold) #6883,61.0,77522.16,67.0,4728851.76
Miele Classic Refrigerator (Midnight Blue) #3217,83.0,22019.88,503.0,1827650.04
Miele Turbo Microwave (Midnight Blue) #6847,138.0,68986.25,166.0,9520102.5
Daikin Classic Refrigerator (Midnight Blue) #3218,141.0,58686.68,77.0,8274821.88
Whirlpool Ultra Washing Machine (Jet Black) #4326,268.0,16750.9,680.0,4489241.2
Daikin Prime Dishwasher (Midnight Blue) #7733,473.0,75407.12,577.0,35667567.76
Daikin Prime Washing Machine (Arctic Silver) #4583,319.0,72701.88,675.0,23191899.720000003
Mitsubishi Elite Electric Kettle (Arctic Silver) #10824,336.0,55978.01,452.0,18808611.36
Dyson Ultra Dryer (Space Gray) #4619,465.0,69859.39,931.0,32484616.35
Miele Air Vacuum Cleaner (Rose Gold) #8707,30.0,51738.0,334.0,1552140.0
Miele Prime Dishwasher (Space Gray) #7432,463.0,1451.78,860.0,672174.14
Bosch Classic Washing Machine (Midnight Blue) #4115,59.0,31089.47,266.0,1834278.73
Bosch Smart OLED TV (Space Gray) #1085,113.0,73493.71,115.0,8304789.23
Panasonic Prime Microwave (Rose Gold) #6973,35.0,52519.35,56.0,1838177.25
Whirlpool Neo Washing Machine (Space Gray) #3801,119.0,40016.84,164.0,4762003.96
Whirlpool Elite Dryer (Space Gray) #4671,196.0,67402.3,826.0,13210850.8
Hitachi Elite Dryer (Space Gray) #4667,462.0,61556.35,986.0,28439033.7
Mitsubishi Max Electric Kettle (Arctic Silver) #10794,442.0,75272.3,486.0,33270356.6
Daikin Air Air Conditioner (Jet Black) #6158,394.0,62146.11,487.0,24485567.34
Bosch Ultra Microwave (Midnight Blue) #6725,378.0,39332.98,543.0,14867866.440000001
Sony Neo Air Conditioner (Space Gray) #5590,297.0,10191.76,835.0,3026952.72
Xiaomi Elite Refrigerator (Pearl White) #3019,392.0,46704.53,771.0,18308175.759999998
Samsung Max Vacuum Cleaner (Jet Black) #8831,199.0,37942.64,313.0,7550585.36
Philips Prime Refrigerator (Jet Black) #3525,424.0,79297.09,788.0,33621966.16
Tefal Max Robot Vacuum (Pearl White) #9286,321.0,64936.07,396.0,20844478.47
Whirlpool Air Electric Kettle (Pearl White) #10206,458.0,25155.93,776.0,11521415.94
LG Elite Washing Machine (Rose Gold) #4212,248.0,11473.83,813.0,2845509.84
Xiaomi Elite OLED TV (Rose Gold) #1519,110.0,40518.68,591.0,4457054.8
Whirlpool Classic Air Conditioner (Arctic Silver) #6366,321.0,62146.93,329.0,19949164.53
Miele Pro Dishwasher (Rose Gold) #7762,98.0,22014.31,354.0,2157402.3800000004
Sony Air Washing Machine (Pearl White) #3895,210.0,76956.81,84.0,16160930.1
Dyson Neo OLED TV (Pearl White) #1244,122.0,17297.34,493.0,2110275.48
Philips Smart Microwave (Rose Gold) #6930,111.0,62056.28,3.0,6888247.08
Dyson Elite Air Conditioner (Pearl White) #5714,202.0,45959.51,88.0,9283821.02
Miele Classic Electric Kettle (Rose Gold) #10567,101.0,64130.99,35.0,6477229.99
Philips Prime Washing Machine (Jet Black) #4425,212.0,25045.32,896.0,5309607.84
Samsung Max Dishwasher (Jet Black) #7931,241.0,13572.59,137.0,3270994.19
Sony Prime Dishwasher (Midnight Blue) #7720,414.0,5531.8,91.0,2290165.2
Sony Elite Vacuum Cleaner (Pearl White) #8410,321.0,21038.1,810.0,6753230.1
Miele Ultra Microwave (Arctic Silver) #7177,462.0,68397.0,113.0,31599414.0
Philips Air Vacuum Cleaner (Space Gray) #8250,137.0,22774.09,81.0,3120050.33
Dyson Classic Microwave (Space Gray) #6509,244.0,42226.1,902.0,10303168.4
Tefal Air Refrigerator (Pearl White) #3001,317.0,78855.97,260.0,24997342.490000002
Sony Turbo OLED TV (Arctic Silver) #1885,132.0,40033.19,714.0,5284381.08
Mitsubishi Classic OLED TV (Arctic Silver) #1869,309.0,49780.45,370.0,15382159.049999999
Daikin Smart Electric Kettle (Jet Black) #10688,231.0,14275.87,833.0,3297725.97
Philips Ultra Microwave (Midnight Blue) #6720,257.0,78325.72,364.0,20129710.04
Whirlpool Air OLED TV (Midnight Blue) #1356,376.0,31818.41,489.0,11963722.16
Hitachi Pro Air Purifier (Space Gray) #10907,56.0,58606.66,496.0,3281972.96
Tefal Air Microwave (Space Gray) #6451,441.0,27275.47,63.0,12028482.270000001
Panasonic Neo Robot Vacuum (Space Gray) #9193,374.0,55524.96,357.0,20766335.04
Panasonic Turbo Dishwasher (Space Gray) #7438,348.0,13187.61,873.0,4589288.28
Xiaomi Air Vacuum Cleaner (Rose Gold) #8704,327.0,13483.15,122.0,4408990.05
Sony Smart QLED TV (Midnight Blue) #2275,368.0,34578.46,610.0,12724873.28
Sony Neo Refrigerator (Space Gray) #2890,464.0,75714.91,83.0,35131718.24
Samsung Turbo Robot Vacuum (Rose Gold) #9686,252.0,67777.21,210.0,17079856.92
Daikin Classic Dishwasher (Pearl White) #7568,313.0,70296.37,852.0,22002763.81
Sharp Ultra Electric Kettle (Jet Black) #10623,302.0,24790.85,848.0,7486836.699999999
Sharp Classic Washing Machine (Arctic Silver) #4563,85.0,78622.35,226.0,6682899.750000001
Miele Smart Microwave (Midnight Blue) #6787,69.0,968.52,815.0,66827.88
Sharp Pro Air Conditioner (Rose Gold) #5958,448.0,18597.1,653.0,8331500.799999999
Samsung Air QLED TV (Jet Black) #2546,336.0,12712.98,322.0,4271561.28
Bosch Prime Refrigerator (Rose Gold) #3380,102.0,52704.54,287.0,5375863.08
Daikin Elite Dryer (Pearl White) #4823,275.0,67418.69,990.0,18540139.75
Hitachi Smart Washing Machine (Rose Gold) #4232,254.0,65022.24,875.0,16515648.959999999
Mitsubishi Turbo Robot Vacuum (Pearl White) #9399,91.0,49900.19,170.0,4540917.29
Tefal Pro Washing Machine (Jet Black) #4306,474.0,62836.57,770.0,29784534.18
Miele Max OLED TV (Rose Gold) #1492,107.0,19876.62,615.0,2126798.34
Dyson Air Washing Machine (Arctic Silver) #4499,120.0,67861.21,740.0,8143345.200000001
Dyson Elite Dishwasher (Midnight Blue) #7664,35.0,37342.24,460.0,1306978.4
Tefal Elite QLED TV (Pearl White) #2116,423.0,75043.52,654.0,31743408.96
Miele Smart Microwave (Pearl White) #6637,195.0,26596.67,752.0,5186350.649999999
Mitsubishi Elite Robot Vacuum (Jet Black) #9774,324.0,2937.04,272.0,951600.96
Whirlpool Turbo Microwave (Jet Black) #7146,26.0,50182.97,781.0,1304757.22
Miele Classic Electric Kettle (Arctic Silver) #10867,181.0,19079.41,131.0,3453373.21
Sony Smart Robot Vacuum (Jet Black) #9775,230.0,41181.53,552.0,9471751.9
LG Classic Dishwasher (Midnight Blue) #7707,361.0,32661.04,270.0,11790635.44
